V1	V4	V5	V7	gene_name	gene_id
17	82442586	82450829	-	CYBC1	ENSG00000178927.18
17	82458180	82490537	+	NARF	ENSG00000141562.18
17	82519713	82644662	+	FOXK2	ENSG00000141568.21
17	82614562	82648553	-	WDR45B	ENSG00000141580.16
17	82654973	82698698	-	RAB40B	ENSG00000141542.11
17	82716706	82730328	+	FN3KRP	ENSG00000141560.15
17	82735615	82751196	+	FN3K	ENSG00000167363.14
17	82752065	82945914	+	TBCD	ENSG00000141556.21
17	82829434	82840022	-	ZNF750	ENSG00000141579.7
17	82942155	83051810	-	B3GNTL1	ENSG00000175711.8
17	83079609	83095122	+	METRNL	ENSG00000176845.13
18	47390	49557	-	TUBB8B	ENSG00000173213.9
18	158383	214629	+	USP14	ENSG00000101557.15
18	214520	268050	-	THOC1	ENSG00000079134.12
18	316737	500722	-	COLEC12	ENSG00000158270.12
18	580380	582114	+	CETN1	ENSG00000177143.5
18	596988	650334	+	CLUL1	ENSG00000079101.16
18	657653	673578	+	TYMS	ENSG00000176890.16
18	670318	712662	-	ENOSF1	ENSG00000132199.20
18	721588	812546	-	YES1	ENSG00000176105.14
18	904871	912172	+	ADCYAP1	ENSG00000141433.13
18	2537525	2571509	-	METTL4	ENSG00000101574.15
18	2571557	2616635	+	NDC80	ENSG00000080986.13
18	2655726	2805017	+	SMCHD1	ENSG00000101596.16
18	2847006	2916003	+	EMILIN2	ENSG00000132205.11
18	2916994	3013144	-	LPIN2	ENSG00000101577.10
18	3066807	3219968	-	MYOM1	ENSG00000101605.13
18	3247481	3256236	+	MYL12A	ENSG00000101608.13
18	3261479	3278461	+	MYL12B	ENSG00000118680.14
18	3411608	3459978	+	TGIF1	ENSG00000177426.22
18	3496032	4455307	-	DLGAP1	ENSG00000170579.17
18	5142911	5197503	-	AKAIN1	ENSG00000231824.4
18	5289019	5297053	-	ZBTB14	ENSG00000198081.11
18	5392381	5630700	-	EPB41L3	ENSG00000082397.17
18	5882072	5895955	-	TMEM200C	ENSG00000206432.4
18	5954706	6415237	-	L3MBTL4	ENSG00000154655.16
18	6729716	6915716	+	ARHGAP28	ENSG00000088756.13
18	6941742	7117797	-	LAMA1	ENSG00000101680.15
18	7231125	7232047	+	LRRC30	ENSG00000206422.2
18	7566782	8406861	+	PTPRM	ENSG00000173482.17
18	8609437	8639382	+	RAB12	ENSG00000206418.4
18	8705661	8832778	+	MTCL1	ENSG00000168502.17
18	9102630	9134345	+	NDUFV2	ENSG00000178127.13
18	9136228	9285985	+	ANKRD12	ENSG00000101745.17
18	9334767	9402420	+	TWSG1	ENSG00000128791.12
18	9475009	9538114	+	RALBP1	ENSG00000017797.13
18	9546791	9615240	-	PPP4R1	ENSG00000154845.16
18	9708275	9862551	+	RAB31	ENSG00000168461.13
18	9885726	9889275	+	TXNDC2	ENSG00000168454.12
18	9914016	9960021	+	VAPA	ENSG00000101558.14
18	10454635	10489949	+	APCDD1	ENSG00000154856.13
18	10525905	10552764	+	NAPG	ENSG00000134265.13
18	10666483	11149569	-	PIEZO2	ENSG00000154864.13
18	11609596	11610612	+	SLC35G4	ENSG00000236396.8
18	11689264	11885685	+	GNAL	ENSG00000141404.17
18	11851413	11854444	+	CHMP1B	ENSG00000255112.3
18	11882622	11908366	-	MPPE1	ENSG00000154889.17
18	11981025	12030877	+	IMPA2	ENSG00000141401.12
18	12093843	12129764	+	ANKRD62	ENSG00000181626.12
18	12254361	12277595	+	CIDEA	ENSG00000176194.18
18	12307669	12344320	+	TUBB6	ENSG00000176014.13
18	12328944	12377227	-	AFG3L2	ENSG00000141385.10
18	12407896	12432238	+	PRELID3A	ENSG00000141391.14
18	12446512	12658134	-	SPIRE1	ENSG00000134278.15
18	12658043	12725740	+	PSMG2	ENSG00000128789.21
18	12661833	12702777	-	CEP76	ENSG00000101624.11
18	12785478	12929643	-	PTPN2	ENSG00000175354.20
18	12947133	12987536	+	SEH1L	ENSG00000085415.16
18	12991362	13125052	+	CEP192	ENSG00000101639.18
18	13217498	13652755	+	LDLRAD4	ENSG00000168675.19
18	13663347	13726663	-	FAM210A	ENSG00000177150.13
18	13726660	13764556	+	RNMT	ENSG00000101654.18
18	13824149	13827323	+	MC5R	ENSG00000176136.6
18	13882044	13915707	-	MC2R	ENSG00000185231.5
18	14057457	14132490	-	ZNF519	ENSG00000175322.12
18	14507339	14543585	-	POTEC	ENSG00000183206.17
18	14728272	14854038	+	ANKRD30B	ENSG00000180777.14
18	20946906	21111813	-	ROCK1	ENSG00000067900.8
18	21242242	21525417	+	GREB1L	ENSG00000141449.15
18	21529284	21600884	-	ESCO1	ENSG00000141446.11
18	21612314	21633524	+	SNRPD1	ENSG00000167088.11
18	21650901	21704780	-	ABHD3	ENSG00000158201.10
18	21704957	21870953	+	MIB1	ENSG00000101752.12
18	22169589	22202528	+	GATA6	ENSG00000141448.11
18	22413599	22417915	-	CTAGE1	ENSG00000212710.5
18	22798261	23026488	+	RBBP8	ENSG00000101773.19
18	23134564	23260467	+	CABLES1	ENSG00000134508.12
18	23197144	23437961	-	TMEM241	ENSG00000134490.14
18	23453287	23486603	+	RIOK3	ENSG00000101782.15
18	23503470	23531822	+	RMC1	ENSG00000141452.10
18	23506184	23586506	-	NPC1	ENSG00000141458.13
18	23598926	23662911	-	ANKRD29	ENSG00000154065.17
18	23689453	23956222	+	LAMA3	ENSG00000053747.17
18	23992773	24135610	+	TTC39C	ENSG00000168234.13
18	24138987	24161600	+	CABYR	ENSG00000154040.21
18	24162045	24397880	-	OSBPL1A	ENSG00000141447.18
18	24426634	24453531	+	IMPACT	ENSG00000154059.11
18	24460637	24479961	+	HRH4	ENSG00000134489.7
18	25061924	25352190	-	ZNF521	ENSG00000198795.11
18	26016253	26091217	-	SS18	ENSG00000141380.14
18	26133852	26193355	+	PSMA8	ENSG00000154611.15
18	26226445	26391685	+	TAF4B	ENSG00000141384.13
18	26454910	26657401	-	KCTD1	ENSG00000134504.14
18	26852043	26865771	-	AQP4	ENSG00000171885.18
18	26906481	27185308	-	CHST9	ENSG00000154080.14
18	27932879	28177946	-	CDH2	ENSG00000170558.10
18	30989365	31042815	-	DSC3	ENSG00000134762.17
18	31058840	31102522	-	DSC2	ENSG00000134755.17
18	31129236	31162856	-	DSC1	ENSG00000134765.10
18	31318160	31359246	+	DSG1	ENSG00000134760.6
18	31376777	31414912	+	DSG4	ENSG00000175065.12
18	31447741	31478702	+	DSG3	ENSG00000134757.5
18	31498177	31549008	+	DSG2	ENSG00000046604.13
18	31557009	31598833	+	TTR	ENSG00000118271.12
18	31622247	31685836	-	B4GALT6	ENSG00000118276.11
18	31759584	31760880	-	SLC25A52	ENSG00000141437.10
18	31829197	31953136	-	TRAPPC8	ENSG00000153339.15
18	32018825	32073219	+	RNF125	ENSG00000101695.9
18	32091874	32131561	+	RNF138	ENSG00000134758.14
18	32124877	32470882	-	GAREM1	ENSG00000141441.16
18	32185069	32220404	+	MEP1B	ENSG00000141434.12
18	32672673	32773023	-	KLHL14	ENSG00000197705.10
18	32937402	33441101	-	CCDC178	ENSG00000166960.16
18	33578219	33751195	+	ASXL3	ENSG00000141431.12
18	33851100	34224952	-	NOL4	ENSG00000101746.15
18	34493290	34891844	+	DTNA	ENSG00000134769.21
18	34976928	35143470	+	MAPRE2	ENSG00000166974.13
18	35241030	35267133	+	ZNF397	ENSG00000186812.13
18	35251058	35290245	-	ZSCAN30	ENSG00000186814.14
18	35332227	35345482	-	ZNF24	ENSG00000172466.16
18	35366694	35377337	-	ZNF396	ENSG00000186496.12
18	35443871	35497940	-	AC007998.2	ENSG00000267140.1
18	35452230	35497979	-	INO80C	ENSG00000153391.16
18	35581117	35711834	+	GALNT1	ENSG00000141429.13
18	35972625	35979286	+	C18orf21	ENSG00000141428.17
18	35984387	36067576	-	RPRD1A	ENSG00000141425.18
18	36108531	36129385	-	SLC39A6	ENSG00000141424.13
18	36129444	36180557	+	ELP2	ENSG00000134759.14
18	36187497	36272157	+	MOCOS	ENSG00000075643.6
18	36297714	36780055	+	FHOD3	ENSG00000134775.15
18	36777647	36829216	-	TPGS2	ENSG00000134779.15
18	36829106	37232172	+	KIAA1328	ENSG00000150477.15
18	37243040	37565827	-	CELF4	ENSG00000101489.20
18	41955234	42087830	+	PIK3C3	ENSG00000078142.13
18	42743227	43115691	-	RIT2	ENSG00000152214.14
18	43267892	43277535	-	SYT4	ENSG00000132872.12
18	44680173	45068510	+	SETBP1	ENSG00000152217.20
18	45212995	45683688	+	SLC14A2	ENSG00000132874.15
18	45687025	45752520	+	SLC14A1	ENSG00000141469.18
18	45825675	45844094	+	SIGLEC15	ENSG00000197046.12
18	45847609	45967329	-	EPG5	ENSG00000152223.15
18	45983536	46072272	-	PSTPIP2	ENSG00000152229.18
18	46080248	46104334	-	ATP5F1A	ENSG00000152234.16
18	46104378	46128333	+	HAUS1	ENSG00000152240.13
18	46173553	46266992	+	C18orf25	ENSG00000152242.11
18	46326809	46463140	+	RNF165	ENSG00000141622.14
18	46476972	46657220	-	LOXHD1	ENSG00000167210.17
18	46667821	46759257	-	ST8SIA5	ENSG00000101638.14
18	46803218	46920160	-	PIAS2	ENSG00000078043.16
18	46917492	47102243	+	KATNAL2	ENSG00000167216.17
18	46962768	46964408	-	ELOA3D	ENSG00000288616.1
18	46968695	46969912	-	ELOA3C	ENSG00000275553.4
18	47022287	47023927	-	ELOA3B	ENSG00000288607.1
18	47028202	47029842	-	ELOA3	ENSG00000288631.1
18	47032572	47035621	-	ELOA2	ENSG00000206181.6
18	47107408	47150500	-	HDHD2	ENSG00000167220.12
18	47108188	47176345	-	AC012254.2	ENSG00000267228.7
18	47152834	47176364	-	IER3IP1	ENSG00000134049.6
18	47206169	47251660	-	SKOR2	ENSG00000215474.8
18	47808957	47931146	-	SMAD2	ENSG00000175387.16
18	48026672	48410752	-	ZBTB7C	ENSG00000184828.10
18	48539031	48863217	+	CTIF	ENSG00000134030.14
18	48919853	48952052	-	SMAD7	ENSG00000101665.9
18	49036387	49461347	-	DYM	ENSG00000141627.14
18	49477243	49487252	-	C18orf32	ENSG00000177576.12
18	49481681	49492479	-	RPL17-C18orf32	ENSG00000215472.10
18	49488453	49492523	-	RPL17	ENSG00000265681.7
18	49560699	49599185	+	LIPG	ENSG00000101670.12
18	49782164	49813953	-	ACAA2	ENSG00000167315.18
18	49795793	49837623	-	AC090227.2	ENSG00000266997.2
18	49822789	50195147	-	MYO5B	ENSG00000167306.20
18	50227193	50266495	-	CFAP53	ENSG00000172361.6
18	50266882	50281774	-	MBD1	ENSG00000141644.17
18	50282343	50288304	-	CXXC1	ENSG00000154832.15
18	50375040	50394168	+	SKA1	ENSG00000154839.10
18	50560087	50731826	+	MAPK4	ENSG00000141639.12
18	50795120	50825402	-	MRO	ENSG00000134042.14
18	50879080	50954257	+	ME2	ENSG00000082212.13
18	50967991	50988121	+	ELAC1	ENSG00000141642.9
18	50968019	51058144	+	AC091551.1	ENSG00000267699.2
18	51028394	51085045	+	SMAD4	ENSG00000141646.14
18	51174550	51218333	-	MEX3C	ENSG00000176624.12
18	52340197	53535903	+	DCC	ENSG00000187323.12
18	54151606	54224669	-	MBD2	ENSG00000134046.12
18	54269404	54321266	+	POLI	ENSG00000101751.10
18	54324358	54357964	-	STARD6	ENSG00000174448.8
18	54357906	54385218	+	C18orf54	ENSG00000166845.15
18	54587757	54599493	+	DYNAP	ENSG00000178690.3
18	54717860	54895516	+	RAB27B	ENSG00000041353.10
18	54901509	54959461	-	CCDC68	ENSG00000166510.14
18	55222185	55664787	-	TCF4	ENSG00000196628.20
18	56597209	56651600	-	TXNL1	ENSG00000091164.13
18	56651343	57029811	+	WDR7	ENSG00000091157.14
18	57147087	57150410	+	BOD1L2	ENSG00000228075.5
18	57352557	57371731	+	ST8SIA3	ENSG00000177511.6
18	57435374	57491298	+	ONECUT2	ENSG00000119547.6
18	57544377	57586702	-	FECH	ENSG00000066926.12
18	57600656	57622213	-	NARS1	ENSG00000134440.12
18	57646426	57803315	-	ATP8B1	ENSG00000081923.15
18	58044226	58401540	+	NEDD4L	ENSG00000049759.19
18	58481247	58629091	-	ALPK2	ENSG00000198796.7
18	58671465	58754477	+	MALT1	ENSG00000172175.15
18	58862600	58986480	+	ZNF532	ENSG00000074657.14
18	59139866	59158832	+	SEC11C	ENSG00000166562.9
18	59220158	59230774	+	GRP	ENSG00000134443.10
18	59267035	59274086	-	RAX	ENSG00000134438.10
18	59275156	59318649	-	CPLX4	ENSG00000166569.8
18	59327823	59359265	-	LMAN1	ENSG00000074695.6
18	59430939	59697662	-	CCBE1	ENSG00000183287.14
18	59899996	59904305	+	PMAIP1	ENSG00000141682.12
18	60371062	60372775	-	MC4R	ENSG00000166603.5
18	61333430	61555779	+	CDH20	ENSG00000101542.10
18	61808067	61894247	-	RNF152	ENSG00000176641.11
18	61905255	62187118	-	PIGN	ENSG00000197563.11
18	62187255	62310249	+	RELCH	ENSG00000134444.15
18	62325287	62391288	+	TNFRSF11A	ENSG00000141655.17
18	62523025	62587709	+	ZCCHC2	ENSG00000141664.10
18	62715541	62980433	+	PHLPP1	ENSG00000081913.14
18	63123346	63320128	-	BCL2	ENSG00000171791.14
18	63327726	63367228	-	KDSR	ENSG00000119537.18
18	63389190	63422483	-	VPS4B	ENSG00000119541.10
18	63476958	63505085	+	SERPINB5	ENSG00000206075.14
18	63556160	63567011	+	SERPINB12	ENSG00000166634.6
18	63586989	63604639	+	SERPINB13	ENSG00000197641.12
18	63637259	63644256	-	SERPINB4	ENSG00000206073.11
18	63647579	63726432	+	SERPINB11	ENSG00000206072.13
18	63655197	63661893	-	SERPINB3	ENSG00000057149.16
18	63752935	63805376	+	SERPINB7	ENSG00000166396.13
18	63871692	63903888	+	SERPINB2	ENSG00000197632.9
18	63897174	63936111	+	SERPINB10	ENSG00000242550.6
18	63949301	63981774	+	HMSD	ENSG00000221887.6
18	63970029	64019779	+	SERPINB8	ENSG00000166401.15
18	65750252	65890337	+	CDH7	ENSG00000081138.14
18	66501083	66604138	-	CDH19	ENSG00000071991.9
18	67506587	67516720	-	DSEL	ENSG00000171451.14
18	68673688	68715108	-	TMX3	ENSG00000166479.10
18	68715209	69055189	+	CCDC102B	ENSG00000150636.17
18	69400888	69849087	+	DOK6	ENSG00000206052.11
18	69831158	69961803	-	CD226	ENSG00000150637.9
18	70003031	70205726	-	RTTN	ENSG00000176225.15
18	70289045	70330199	+	SOCS6	ENSG00000170677.6
18	72536680	72638521	-	CBLN2	ENSG00000141668.10
18	72742314	72868146	-	NETO1	ENSG00000166342.19
18	74073353	74147843	-	FBXO15	ENSG00000141665.13
18	74148523	74160531	+	TIMM21	ENSG00000075336.12
18	74250846	74291973	-	CYB5A	ENSG00000166347.19
18	74315839	74359189	+	C18orf63	ENSG00000206043.7
18	74434099	74457944	-	DIPK1C	ENSG00000187773.8
18	74495816	74523454	+	CNDP2	ENSG00000133313.15
18	74534500	74587212	+	CNDP1	ENSG00000150656.15
18	74597870	75065671	+	ZNF407	ENSG00000215421.9
18	75195113	75209139	-	ZADH2	ENSG00000180011.7
18	75210755	75289950	+	TSHZ1	ENSG00000179981.11
18	75409476	75427703	-	SMIM21	ENSG00000206026.7
18	76357682	76495242	-	ZNF516	ENSG00000101493.11
18	76822557	76972901	+	ZNF236	ENSG00000130856.17
18	76978827	77133683	-	MBP	ENSG00000197971.16
18	77249848	77277900	+	GALR1	ENSG00000166573.6
18	78980275	79002677	+	SALL3	ENSG00000256463.8
18	79069285	79378287	+	ATP9B	ENSG00000166377.20
18	79395856	79529325	+	NFATC1	ENSG00000131196.18
18	79679803	79754510	+	CTDP1	ENSG00000060069.17
18	79863668	79900184	+	KCNG2	ENSG00000178342.4
18	79902420	79951657	-	SLC66A2	ENSG00000122490.19
18	79964582	79970822	+	HSBP1L1	ENSG00000226742.4
18	79970813	80033949	-	TXNL4A	ENSG00000141759.15
18	80034346	80097088	+	AC090360.1	ENSG00000267127.7
18	80034389	80050651	+	RBFA	ENSG00000101546.13
18	80109262	80147523	+	ADNP2	ENSG00000101544.9
18	80157232	80247514	-	PARD6G	ENSG00000178184.16
19	107104	117102	+	OR4F17	ENSG00000176695.8
19	281040	291403	-	PLPP2	ENSG00000141934.10
19	301444	344815	-	MIER2	ENSG00000105556.11
19	361747	376026	-	THEG	ENSG00000105549.11
19	405445	409147	-	C2CD4C	ENSG00000183186.8
19	416583	460996	-	SHC2	ENSG00000129946.10
19	463346	474983	-	ODF3L2	ENSG00000181781.9
19	489176	505343	+	MADCAM1	ENSG00000099866.15
19	507497	519654	+	TPGS1	ENSG00000141933.9
19	531760	542092	+	CDC34	ENSG00000099804.9
19	544034	549924	+	GZMM	ENSG00000197540.8
19	571277	583493	+	BSG	ENSG00000172270.21
19	589881	617159	+	HCN2	ENSG00000099822.3
19	617221	633537	-	POLRMT	ENSG00000099821.14
19	639879	644371	+	FGF22	ENSG00000070388.11
19	647526	663233	-	RNF126	ENSG00000070423.18
19	676392	683392	+	FSTL3	ENSG00000070404.10
19	685546	695498	-	PRSS57	ENSG00000185198.12
19	708935	748329	+	PALM	ENSG00000099864.18
19	751112	764318	+	MISP	ENSG00000099812.9
19	797075	812327	+	PTBP1	ENSG00000011304.22
19	812488	821955	-	PLPPR3	ENSG00000129951.19
19	825097	832018	+	AZU1	ENSG00000172232.10
19	840999	848175	+	PRTN3	ENSG00000196415.10
19	851014	856247	+	ELANE	ENSG00000197561.7
19	859664	863641	+	CFD	ENSG00000197766.8
19	867630	893218	-	MED16	ENSG00000175221.15
19	896503	913245	-	R3HDM4	ENSG00000198858.10
19	917287	921005	+	KISS1R	ENSG00000116014.10
19	925781	975939	+	ARID3A	ENSG00000116017.11
19	984332	998438	+	WDR18	ENSG00000065268.11
19	1000419	1009732	+	GRIN3B	ENSG00000116032.5
19	1009648	1021179	-	TMEM259	ENSG00000182087.14
19	1026586	1039068	+	CNN2	ENSG00000064666.15
19	1039997	1065572	+	ABCA7	ENSG00000064687.13
19	1065923	1086628	+	ARHGAP45	ENSG00000180448.10
19	1086574	1095380	-	POLR2E	ENSG00000099817.12
19	1103926	1106791	+	GPX4	ENSG00000167468.18
19	1107637	1174268	-	SBNO2	ENSG00000064932.16
19	1177558	1228431	+	STK11	ENSG00000118046.16
19	1228287	1238027	-	CBARP	ENSG00000099625.13
19	1241746	1244825	+	ATP5F1D	ENSG00000099624.8
19	1248553	1259140	+	MIDN	ENSG00000167470.12
19	1259384	1274880	+	CIRBP	ENSG00000099622.14
19	1275530	1279244	+	FAM174C	ENSG00000228300.14
19	1285873	1301431	+	EFNA2	ENSG00000099617.4
19	1354711	1378431	+	PWWP3A	ENSG00000160953.16
19	1383527	1395589	+	NDUFS7	ENSG00000115286.20
19	1397026	1401570	-	GAMT	ENSG00000130005.13
19	1407569	1435687	+	DAZAP1	ENSG00000071626.17
19	1438358	1440495	+	RPS15	ENSG00000115268.10
19	1446302	1473244	+	APC2	ENSG00000115266.12
19	1461143	1479219	-	C19orf25	ENSG00000119559.17
19	1481428	1490752	-	PCSK4	ENSG00000115257.15
19	1491166	1497927	+	REEP6	ENSG00000115255.12
19	1505022	1513604	-	ADAMTSL5	ENSG00000185761.11
19	1508023	1536046	+	PLK5	ENSG00000185988.15
19	1554669	1568058	-	MEX3D	ENSG00000181588.16
19	1573596	1592865	-	MBD3	ENSG00000071655.18
19	1578339	1605445	-	AC005943.1	ENSG00000267059.2
19	1597169	1605473	-	UQCR11	ENSG00000127540.12
19	1609290	1652615	-	TCF3	ENSG00000071564.17
19	1753506	1780988	+	ONECUT3	ENSG00000205922.5
19	1782075	1812276	-	ATP8B3	ENSG00000130270.16
19	1815248	1848483	-	REXO1	ENSG00000079313.15
19	1852399	1863579	-	KLF16	ENSG00000129911.9
19	1876810	1885496	-	ABHD17A	ENSG00000129968.17
19	1905372	1926013	+	SCAMP4	ENSG00000227500.10
19	1905399	1913447	+	ADAT3	ENSG00000213638.6
19	1941172	1981338	+	CSNK1G2	ENSG00000133275.16
19	1985438	2034881	-	BTBD2	ENSG00000133243.10
19	2037465	2051244	-	MKNK2	ENSG00000099875.15
19	2071036	2096673	-	MOB3A	ENSG00000172081.14
19	2096429	2099593	+	IZUMO4	ENSG00000099840.14
19	2100988	2164468	-	AP3D1	ENSG00000065000.19
19	2163933	2232578	+	DOT1L	ENSG00000104885.18
19	2230084	2237704	-	PLEKHJ1	ENSG00000104886.12
19	2236824	2248655	+	SF3A2	ENSG00000104897.10
19	2249309	2252073	+	AMH	ENSG00000104899.8
19	2252252	2269759	-	JSRP1	ENSG00000167476.10
19	2269509	2273490	+	OAZ1	ENSG00000104904.12
19	2269525	2341172	+	AC005258.1	ENSG00000273734.1
19	2274631	2282175	-	PEAK3	ENSG00000188305.6
19	2289784	2292024	-	LINGO3	ENSG00000220008.3
19	2321520	2328611	-	LSM7	ENSG00000130332.15
19	2328615	2355095	+	SPPL2B	ENSG00000005206.17
19	2360238	2426239	+	TMPRSS9	ENSG00000178297.14
19	2425625	2427586	-	TIMM13	ENSG00000099800.8
19	2427638	2456959	-	LMNB2	ENSG00000176619.13
19	2476122	2478259	+	GADD45B	ENSG00000099860.9
19	2511219	2702694	-	GNG7	ENSG00000176533.13
19	2714567	2721372	-	DIRAS1	ENSG00000176490.5
19	2717769	2740048	-	AC006538.2	ENSG00000267001.1
19	2732204	2740028	-	SLC39A3	ENSG00000141873.11
19	2754715	2783362	-	SGTA	ENSG00000104969.11
19	2785503	2815807	+	THOP1	ENSG00000172009.15
19	2819868	2836735	+	ZNF554	ENSG00000172006.12
19	2841437	2860471	+	ZNF555	ENSG00000186300.12
19	2867335	2883445	+	ZNF556	ENSG00000172000.7
19	2900898	2918473	+	ZNF57	ENSG00000171970.13
19	2933218	2944971	-	ZNF77	ENSG00000175691.9
19	2977538	2995179	+	TLE6	ENSG00000104953.20
19	2997639	3047635	-	TLE2	ENSG00000065717.15
19	3052910	3063107	-	TLE5	ENSG00000104964.15
19	3094362	3123999	+	GNA11	ENSG00000088256.9
19	3136033	3163749	+	GNA15	ENSG00000060558.4
19	3172346	3180332	+	S1PR4	ENSG00000125910.6
19	3185563	3209575	+	NCLN	ENSG00000125912.11
19	3224661	3297076	+	CELF5	ENSG00000161082.13
19	3314403	3469217	+	NFIC	ENSG00000141905.19
19	3473986	3480525	-	SMIM24	ENSG00000095932.7
19	3482804	3483446	-	AC005551.1	ENSG00000284638.1
19	3490821	3500674	-	DOHH	ENSG00000129932.10
19	3506311	3538334	+	FZR1	ENSG00000105325.15
19	3538261	3574290	-	MFSD12	ENSG00000161091.13
19	3539154	3544030	+	C19orf71	ENSG00000183397.5
19	3572777	3579088	+	HMG20B	ENSG00000064961.19
19	3585478	3593541	+	GIPC3	ENSG00000179855.9
19	3594507	3606875	-	TBXA2R	ENSG00000006638.13
19	3610645	3626815	-	CACTIN	ENSG00000105298.14
19	3630183	3700468	-	PIP5K1C	ENSG00000186111.10
19	3708362	3750813	+	TJP3	ENSG00000105289.15
19	3750772	3761692	-	APBA3	ENSG00000011132.12
19	3762682	3768575	+	MRPL54	ENSG00000183617.5
19	3769089	3772228	-	RAX2	ENSG00000173976.16
19	3777970	3802129	-	MATK	ENSG00000007264.15
19	3804024	3869038	-	ZFR2	ENSG00000105278.12
19	3879864	3928082	+	ATCAY	ENSG00000167654.18
19	3933103	3942416	+	NMRK2	ENSG00000077009.13
19	3958453	3971123	-	DAPK3	ENSG00000167657.14
19	3976056	3985463	-	EEF2	ENSG00000167658.16
19	4007736	4039386	+	PIAS4	ENSG00000105229.7
19	4043303	4066899	-	ZBTB7A	ENSG00000178951.9
19	4090321	4124122	-	MAP2K2	ENSG00000126934.14
19	4153631	4173054	+	CREB3L3	ENSG00000060566.14
19	4174109	4182566	-	SIRT6	ENSG00000077463.15
19	4183354	4224814	+	ANKRD24	ENSG00000089847.12
19	4229523	4237528	+	EBI3	ENSG00000105246.6
19	4247080	4269088	+	YJU2	ENSG00000105248.16
19	4279266	4290722	+	SHD	ENSG00000105251.11
19	4292232	4302431	-	TMIGD2	ENSG00000167664.8
19	4304598	4323843	+	FSD1	ENSG00000105255.11
19	4324043	4342786	-	STAP2	ENSG00000178078.12
19	4343527	4360086	+	MPND	ENSG00000008382.16
19	4360370	4400547	-	SH3GL1	ENSG00000141985.9
19	4402640	4445018	+	CHAF1A	ENSG00000167670.16
19	4444999	4457794	-	UBXN6	ENSG00000167671.12
19	4472297	4502208	+	HDGFL2	ENSG00000167674.15
19	4502180	4518465	-	PLIN4	ENSG00000167676.4
19	4522531	4535224	-	PLIN5	ENSG00000214456.8
19	4528427	4540067	-	AC011498.4	ENSG00000267385.1
19	4536402	4540036	-	LRG1	ENSG00000171236.10
19	4542593	4581776	-	SEMA6B	ENSG00000167680.17
19	4639516	4655568	+	TNFAIP8L1	ENSG00000185361.9
19	4641374	4670362	-	MYDGF	ENSG00000074842.8
19	4675224	4724673	-	DPP9	ENSG00000142002.17
19	4791734	4801273	+	FEM1A	ENSG00000141965.5
19	4815932	4831712	-	TICAM1	ENSG00000127666.10
19	4838341	4867694	-	PLIN3	ENSG00000105355.9
19	4890437	4902896	-	ARRDC5	ENSG00000205784.4
19	4903080	4962154	+	UHRF1	ENSG00000276043.5
19	4969113	5153598	+	KDM4B	ENSG00000127663.15
19	5158495	5340803	-	PTPRS	ENSG00000105426.17
19	5455417	5456856	+	ZNRF4	ENSG00000105428.6
19	5558167	5578349	-	TINCR	ENSG00000223573.7
19	5586999	5624046	-	SAFB2	ENSG00000130254.12
19	5623035	5668478	+	SAFB	ENSG00000160633.13
19	5674947	5691875	+	RPL36	ENSG00000130255.13
19	5678421	5680516	-	MICOS13	ENSG00000174917.9
19	5680604	5688523	+	HSD11B1L	ENSG00000167733.14
19	5691834	5720572	-	LONP1	ENSG00000196365.12
19	5720637	5778734	+	CATSPERD	ENSG00000174898.16
19	5782960	5784746	-	PRR22	ENSG00000212123.4
19	5784005	5785619	-	AC011499.1	ENSG00000267157.1
19	5784832	5791225	-	DUS3L	ENSG00000141994.16
19	5823802	5828324	+	NRTN	ENSG00000171119.2
19	5830408	5839722	-	FUT6	ENSG00000156413.14
19	5842888	5851474	-	FUT3	ENSG00000171124.13
19	5865826	5870540	-	FUT5	ENSG00000130383.7
19	5866171	5903787	-	AC024592.3	ENSG00000267740.5
19	5891276	5904006	-	NDUFA11	ENSG00000174886.14
19	5904841	5914707	+	AC104532.1	ENSG00000267314.1
19	5904872	5910853	+	VMAC	ENSG00000187650.4
19	5912339	5916211	+	CAPS	ENSG00000105519.18
19	5916139	5978142	-	RANBP3	ENSG00000031823.14
19	5993164	6199572	-	RFX2	ENSG00000087903.13
19	6135247	6193094	+	ACSBG2	ENSG00000130377.13
19	6210381	6279975	-	MLLT1	ENSG00000130382.9
19	6306142	6333612	-	ACER1	ENSG00000167769.5
19	6361531	6370242	+	CLPP	ENSG00000125656.11
19	6372794	6375250	+	ALKBH7	ENSG00000125652.8
19	6375148	6379058	-	PSPN	ENSG00000125650.4
19	6379572	6393981	-	GTF2F1	ENSG00000125651.14
19	6413348	6424794	-	KHSRP	ENSG00000088247.17
19	6426037	6433779	-	SLC25A41	ENSG00000181240.14
19	6436079	6465203	-	SLC25A23	ENSG00000125648.15
19	6463777	6467221	+	CRB3	ENSG00000130545.16
19	6467207	6482557	-	DENND1C	ENSG00000205744.10
19	6494319	6502848	-	TUBB4A	ENSG00000104833.12
19	6531026	6535924	+	TNFSF9	ENSG00000125657.5
19	6583183	6604103	-	CD70	ENSG00000125726.11
19	6661253	6670588	-	TNFSF14	ENSG00000125735.11
19	6677704	6730562	-	C3	ENSG00000125730.17
19	6729914	6737603	-	GPR108	ENSG00000125734.15
19	6737925	6751530	+	TRIP10	ENSG00000125733.18
